surface,embedding
7:30,-0.017081 1.197552 -0.803093 -0.699655 -0.827287 -1.431371 0.363009 0.008859 -0.142896 -0.164831 0.512951 1.045818 0.490929 -1.300553 0.010449 -0.815436
blocks,-0.225324 -0.301845 -0.143278 1.119018 -0.336978 -0.231913 0.582359 -0.388170 -0.707370 0.245692 0.055860 0.044068 -0.153240 -0.486001 0.062363 0.294650
handling,1.352477 -0.021197 0.237026 -0.383368 -0.802810 0.087241 0.539890 1.211119 0.226893 -0.092550 0.784800 0.133458 0.086285 0.020692 2.966012 -0.632658
considering,1.170479 0.507746 0.386884 0.212127 -0.098859 -0.090110 0.911602 0.096040 -0.097709 0.348285 0.187811 -0.130700 -0.285062 -0.096632 1.359316 0.145900
protection,-0.091712 -0.821856 -0.139350 0.325878 -0.217642 -0.571861 0.452018 -0.416718 -0.182899 0.126630 -0.062504 -0.130725 0.046190 -0.434837 -0.374585 -0.041684
drugs,-0.021525 -0.992791 0.169588 -0.652941 -0.828403 -0.384522 0.250441 0.806984 0.128735 -0.137145 0.340290 -0.113935 -0.296763 -0.716681 -0.622447 -0.060003
loves,0.972284 0.438030 -0.690054 0.119114 -0.739461 0.444748 0.321526 0.937580 -0.175383 0.004782 -0.325710 -0.686005 -0.457463 0.456280 1.910342 -0.005972
asian,0.768239 -0.546974 -0.555806 0.286805 -0.248446 -0.244791 0.241135 0.229653 -0.362856 0.431027 -0.436435 0.433234 0.399903 -0.990077 -0.294414 0.048099
traffic,-0.454831 -0.216047 -0.294816 -0.119568 -0.712954 -0.811623 0.588096 0.438462 -0.421466 -0.169977 0.224173 0.259558 0.060707 -0.275743 -0.672837 0.065321
christmas,0.047606 -0.318098 -0.096371 0.007692 -0.787409 -0.309787 -0.158061 0.011019 -0.733823 0.018275 -0.347757 -0.270193 0.216529 -0.580687 -0.476016 0.064031
rabbits,-0.237757 -0.080503 0.042620 -0.499028 -0.869667 0.137850 0.399911 0.268878 -0.030141 -0.269108 0.262271 0.351003 -0.508685 -0.487141 -0.359121 -0.270541
perfectly,-0.552010 -0.319245 0.985525 -0.304660 0.653599 -0.792977 0.013823 0.131769 -1.193490 -0.037835 0.165534 0.977974 -0.985632 0.664006 -0.126229 -0.241850
participate,0.394044 -0.303925 0.561051 0.753916 -0.286009 -0.363831 0.398939 0.837034 0.160490 -0.191141 -0.132945 -1.233481 -0.178773 0.361569 -0.016119 -0.276254
producers,-0.346713 -0.358140 0.158974 0.088335 -0.680987 -0.047837 0.674762 0.104103 -0.135631 -0.243441 0.147915 -0.408517 -0.386286 -0.263118 -0.926045 0.199556
marketing,-0.040416 -0.202005 -0.526172 0.064711 -0.650762 -0.671278 0.191252 -0.352794 -0.611853 -0.092274 -0.326439 -0.019658 0.060167 -0.425923 -0.749042 -0.113560
recipient,-0.155779 -1.051431 0.117549 -0.044376 -0.638859 -1.009169 0.361811 0.302413 0.287534 -0.287724 -0.185127 -0.275662 -0.541043 -0.656458 -0.955764 0.130111
1972,-0.507425 -0.676826 0.154436 0.106638 -0.826487 -0.850500 0.582787 0.496415 -0.175868 -0.349994 -0.298958 0.390098 0.264208 -0.736782 -0.769543 0.619847
golden,0.625068 -0.339564 -0.545064 0.166016 -0.380419 -0.114953 0.416194 -0.006056 -0.518214 0.153761 -0.305170 0.452191 0.146600 -0.843729 0.037920 0.128455
flowers,-0.018527 -0.484953 0.222541 1.086208 -0.117897 0.459901 0.465102 -0.128482 -0.138458 0.065200 0.216740 -0.355536 -0.534679 -0.742004 -0.105465 0.023803
centre,-0.140039 -0.420145 0.153452 0.915637 -0.334038 0.574716 0.306160 0.006138 -0.075617 -0.948901 0.009019 -0.474777 -0.422659 -0.912000 -0.474943 -0.221747
barely,-0.260986 0.745622 0.075933 -0.598792 0.330993 0.839210 0.014157 0.307805 -0.874403 -0.456761 0.133937 1.120593 -1.230436 0.802413 -0.789405 -0.363868
dated,1.319329 -0.081050 0.224086 0.252333 0.128077 -1.096888 0.655333 -0.055640 -0.022461 0.146723 -0.165698 -0.279293 -0.012303 -0.072748 0.384525 -0.225198
seeking,1.393697 -0.033820 0.934005 0.239793 -0.345541 -0.435838 -0.058496 0.360503 0.063463 0.157262 0.025414 -0.550978 -0.185447 -0.217936 0.940374 -0.590569
die,0.596402 -0.742218 0.419008 0.454362 0.012581 -1.310053 0.706182 0.551944 0.345078 0.014168 0.083990 -0.844539 -0.701919 0.088282 -0.285169 0.089772
adding,1.170104 0.188658 0.932155 0.228672 -0.047674 -0.732678 0.323113 0.044933 -0.322652 0.155275 0.155765 -0.250602 0.323309 -0.377020 1.427338 -0.389941
load,0.435448 -0.557325 -0.016114 0.664365 -0.245327 -0.069168 0.338530 -0.217471 -0.506166 -0.185072 0.128666 -0.125148 0.029636 -0.616770 -0.030589 -0.043959
custom,0.480837 -0.051320 -0.787033 0.183237 -0.354896 -0.177078 0.449781 0.137653 -0.197607 0.044090 -0.228392 0.163920 -0.086346 -0.727282 -0.375993 -0.015933
grand,0.756807 0.418704 -0.639624 0.022420 -0.260461 -0.401768 0.210928 0.364117 -0.156444 0.356979 -0.361538 0.454270 -0.038521 -1.193828 -0.399582 0.193633
division,-0.548066 -0.479439 0.241489 0.927722 -0.209034 -0.567684 -0.288492 0.169638 -0.468383 -0.530264 0.104218 0.020214 -0.478877 -0.533747 -0.513899 -0.508128
usa,-0.538390 0.664148 -0.179373 -0.634519 -0.851440 -0.816018 0.162305 0.196315 -0.044149 -0.339856 -0.055083 -0.604324 -0.446893 -0.390662 -1.039891 -0.312406
equipment,-0.706129 -0.324049 0.221324 0.010815 -0.591855 -0.552347 0.569340 0.317652 0.086099 -0.445007 0.067463 -0.111273 -0.556177 -0.467600 -1.082688 -0.062772
constitution,-0.278133 -0.977449 -0.135353 -0.043700 -0.705572 -0.492250 0.549529 0.353821 -0.299101 -0.257229 0.159986 -0.393175 -0.287279 -0.398444 -0.939961 0.253344
meaning,0.433008 -0.526627 -0.307098 -0.020331 -0.458745 -0.052156 0.310323 0.395662 -0.110451 -0.174815 -0.172124 -0.507813 -0.509807 -0.466929 -0.331889 0.120014
17,-0.428368 -0.523997 -0.195877 0.020207 -0.597385 -1.088953 0.586426 0.190108 -0.071390 -0.276416 -0.515487 0.309866 0.043061 -0.756375 -0.879696 0.338628
outer,1.135080 -0.731527 -0.714109 0.261407 -0.198680 -0.185979 0.189343 0.085674 -0.697680 0.277994 -0.433149 0.503774 0.413089 -1.013106 -0.414886 0.173560
mid,-0.117407 0.319022 -0.268415 0.344188 -0.616735 -0.202019 -0.337442 0.104913 -1.002351 0.166720 -0.312246 0.092618 0.086252 0.028078 -0.602277 -0.218719
31,-0.131685 -0.372982 -0.407153 -0.123974 -0.418929 -1.155237 0.532483 0.225546 -0.111235 -0.045711 -0.637581 0.345807 0.073757 -0.851335 -0.925525 0.279158
mann,-0.547355 0.562709 -0.072122 -0.411770 -0.916479 -1.014705 -0.003798 -0.036854 0.004643 -0.721844 -0.463115 -0.745785 -0.384202 -0.554692 -0.637208 -0.126947
forced,1.015678 -0.572028 0.033366 0.741411 -0.060512 -0.337636 0.152776 0.138524 -0.138509 0.264543 0.017226 -0.046124 -0.205267 -0.543385 0.417877 -0.160103
seven,0.011536 -0.166565 -0.477337 0.401560 -0.619849 -0.344637 0.590395 -0.112734 -0.648131 0.099636 -0.345645 0.667714 0.740754 -0.667350 -0.207605 0.118421
cooked,1.138050 -0.410953 0.128081 0.770585 -0.056983 -0.279795 0.453066 0.316760 0.030206 0.163564 -0.015267 -0.227952 -0.335398 -0.096788 0.822379 -0.073682
warwick,-0.253706 -0.480265 0.079002 0.580453 -0.696835 0.313770 0.301044 -0.260969 -0.022359 -0.092498 0.266378 -0.272086 -0.155984 -0.255433 -0.452150 0.121347
renaissance,-0.146141 -0.198852 0.047485 -0.350547 -0.550773 -0.079254 -0.102826 0.305946 -0.477715 -0.612174 -0.476939 -0.898511 -0.432133 -0.643645 -0.854509 0.116443
claimed,1.070369 -0.809807 0.917551 0.701183 -0.592915 0.301716 0.566223 0.023429 0.257203 0.413627 -0.047663 -0.571904 -0.435624 0.124124 0.745506 -0.258180
loss,-0.431409 -0.952020 0.182799 0.986968 -0.480396 -0.236055 0.208455 0.025255 -0.156610 -0.519061 0.457906 0.084733 -0.407349 -0.377147 -0.302104 -0.477047
tours,-0.138764 -1.193850 0.110089 0.114661 -0.645485 0.383569 0.378483 0.143571 -0.150196 -0.016558 0.175141 -0.337630 -0.378624 -0.599458 -0.249556 -0.210041
iraqis,-0.181277 -0.054321 -0.306772 0.156772 -0.587065 -0.451525 0.451331 -0.143423 -0.131135 -0.158838 0.194761 -0.407381 -0.641357 -0.206612 -0.905668 0.269607
failed,1.193754 -0.554738 0.514120 0.610774 -0.234742 -0.256602 0.349571 0.489856 0.374415 0.320410 -0.227745 -0.764934 -0.379982 -0.055631 0.130094 -0.304583
cleaned,1.198426 0.609304 0.194069 0.159541 0.010487 -0.939434 0.750545 0.371382 -0.099738 0.430859 0.538381 0.005295 -0.316019 -0.066743 1.598606 -0.075771
walking,0.876258 -0.043935 -0.021674 1.235991 0.033655 -0.608507 0.419276 -0.243037 0.007013 0.110419 -0.114762 -0.173572 -0.267812 -0.260468 0.331192 -0.043232
revised,1.000868 0.241959 -0.768972 0.158729 -0.121282 -0.157768 -0.259406 0.026239 -1.054492 -0.010396 -0.678513 -0.242474 0.015391 -0.929693 -0.115110 0.165463
notch,-0.049797 -1.100445 0.226881 -0.700906 -0.660024 -0.456518 0.548126 0.575487 0.075110 0.231741 0.096989 -0.332892 -0.553252 -0.703312 -0.736737 0.015790
severe,-0.349394 0.328129 -0.638980 0.206346 -0.188559 0.013339 0.356319 0.070039 -1.161058 0.062851 -0.344819 1.277313 0.059813 -0.005145 -0.555257 -0.277753
wrote,0.851329 0.215389 -0.361171 0.643877 -0.678241 -0.449418 0.547351 0.671491 0.113770 0.036207 0.305306 -0.398722 -0.519425 0.409616 1.542795 0.053142
originally,-0.217281 1.454550 -0.358515 -0.500110 0.193038 1.051654 0.247981 0.281216 -0.899126 -0.546910 -0.042665 0.990039 -1.433088 0.944488 -0.662550 -0.321449
happens,0.332503 -0.776254 1.339094 0.804403 -0.645170 0.020704 -0.192659 -0.152188 -0.278862 0.145770 -0.112867 -0.994961 -0.428875 -0.038948 0.183432 -0.225314
gift,0.024573 -1.139043 -0.374902 0.225711 -0.585425 -0.085328 0.382790 0.191523 -0.695371 0.066723 0.117415 -0.164305 -0.283108 -0.478820 -0.417320 0.167700
slightly,0.972368 0.434035 -0.002490 -0.167767 0.859029 -0.737036 0.664641 0.265929 0.144106 0.475230 0.268031 0.512650 0.406363 -0.928085 0.955535 -0.062363
fujairah,-0.440799 -0.656580 0.779349 -0.252784 -0.831769 0.014173 0.424750 -0.273476 0.072508 -0.130642 0.927760 -0.065706 0.201412 -0.288368 0.308621 -0.202909
holiday,0.435467 -0.356284 -0.265971 0.599060 -0.244512 -0.448632 0.509453 0.051774 -0.723531 0.049810 0.397140 -0.145909 0.228816 -0.329039 0.129238 0.165581
johnson,-0.260766 -0.223231 0.124783 0.025348 -0.658814 -0.096180 -0.302403 0.089538 -0.294411 -0.415313 -0.449628 -0.865139 -0.389691 -0.461487 -0.516664 -0.141543
feels,0.404703 -0.569192 0.496280 0.880811 -0.521940 0.486107 -0.070548 0.057273 -0.603964 0.059180 0.001112 -0.908429 -0.541990 0.183338 0.966043 0.046842
expectations,-0.074211 -0.252161 -0.589179 -0.243666 -0.516797 -0.090631 0.594178 0.388686 -0.359634 -0.085597 0.590782 -0.418266 -0.614905 -0.616844 -0.382800 -0.192350
remains,1.255463 0.303014 0.341028 0.047878 -0.234825 -0.632275 0.369654 0.073804 -0.193968 -0.132263 0.471957 -0.338937 -0.246099 -0.349927 0.429492 -0.324882
clothing,-0.334288 -0.733051 0.406215 0.386467 -0.706755 0.245866 0.443974 0.068728 -0.097186 -0.233218 0.421471 -0.139824 -0.390098 -0.470566 -0.320541 -0.257675
stuck,-0.828235 0.256902 0.112561 0.891942 -0.010205 -0.281374 0.309614 0.094776 -0.733483 0.154035 -0.092303 0.511199 -0.439698 0.046059 0.289824 -0.131751
depends,0.705726 0.811892 -0.258231 2.858076 -0.270966 -0.158591 0.610397 -0.284770 0.387464 0.230081 -0.091631 -0.303550 -0.651472 -0.016722 1.037798 0.219117
double,-0.400649 0.470608 -0.376650 -0.016021 -0.408794 0.214340 0.475150 0.169247 -0.819471 -0.035214 -0.103246 0.782469 -0.212822 0.043392 -0.204297 -0.191698
chickens,0.062028 -0.108118 -0.012081 0.055977 -0.553919 0.416965 0.463921 0.392114 -0.314574 -0.174231 0.574282 -0.422202 -0.578889 -0.762118 -0.578846 0.129071
study,0.504206 -0.206642 -0.039689 0.169696 -0.270179 -0.296369 0.448282 0.165203 -0.239464 0.170619 0.183666 -0.368278 -0.218185 -0.346074 0.019191 -0.108530
sides,-0.322378 -0.904916 0.317329 0.813514 -0.309749 -0.428392 0.343848 0.348918 -0.150350 -0.288338 0.264743 -0.297255 -0.301272 -0.987136 -0.768041 0.212607
constantly,-0.647340 1.254921 0.051419 -0.085191 0.521645 0.847695 0.368948 0.050867 -0.850222 -0.254216 0.015783 1.032552 -1.293702 0.985723 -0.698100 -0.456657
earned,1.118399 1.292331 0.190014 0.338456 -0.128810 -0.943833 0.408896 -0.085161 -0.075680 0.074989 -0.142313 -0.585234 -0.263802 0.064565 0.563045 -0.454308
politics,-0.515693 -0.433621 0.547678 -0.668618 -1.041400 -0.624557 0.400045 0.539918 0.187018 -0.084515 0.558653 -0.162958 -0.450142 -0.200727 -0.937635 -0.147331
candidate,0.027069 0.416490 -0.487951 0.598423 -0.606580 -0.540095 0.441706 -0.445337 -0.303036 -0.012483 0.168372 -0.059778 -0.202834 -0.719306 -0.601497 -0.164150
dies,-0.685259 0.248120 0.369750 -0.465182 -0.609778 -1.111416 -0.324969 0.564971 -0.034294 -0.442672 0.215812 -0.112001 -0.897143 -0.043861 -0.692227 -0.459504
`s,0.693307 -0.657004 2.056934 -0.125989 -0.913358 0.483633 0.198928 -0.156397 -0.171382 0.614208 -0.492677 -1.158549 -0.547759 0.353031 0.106726 0.081644
outstanding,0.555727 0.632339 -0.982124 0.263276 -0.127272 -0.493938 0.661927 0.410842 -0.335292 0.545354 -0.378142 0.676464 0.105953 -0.948776 0.241180 0.241336
familiar,0.208322 0.192554 -0.434214 1.731928 0.140733 -0.453989 0.425162 0.510982 0.333345 0.152211 -0.363570 0.185205 -0.371381 -1.040414 0.756505 0.323471
500,-0.380345 0.418464 -0.500796 0.727323 -0.277946 -0.663224 0.541896 0.121432 -0.468773 0.033208 -0.249822 0.705888 0.432454 -1.005295 -0.021023 0.251918
hr,0.200934 -0.091971 -0.392105 -0.273985 -0.862166 -0.321576 0.446102 0.320561 -0.212869 -0.243611 0.180738 0.186367 -0.187054 -0.589588 -0.362923 0.275508
william,-0.004513 0.790138 -0.643058 -0.101150 -0.929631 -0.403945 0.008987 -0.452733 -0.349001 -0.197553 -0.213259 -0.351160 -0.187685 -0.412142 -0.605409 -0.421148
khalid,0.201461 -0.074604 -0.296809 0.016083 -0.703764 -0.445707 -0.351764 -0.213548 -0.763244 -0.544279 -0.711545 -0.525428 0.053554 -0.293271 -0.843841 0.115943
immigration,0.157597 -0.928597 -0.578710 0.405963 -0.711708 0.274372 -0.020626 0.137845 -0.989577 0.060804 -0.229425 -0.185602 0.171807 -0.247022 0.192629 0.306755
na,0.409493 2.331391 -0.546981 0.034562 -0.187794 1.728257 -0.020116 0.548014 -0.578039 -0.212114 -1.139534 -1.922574 -0.518383 0.271063 -0.052311 -0.365892
rays,-0.279742 -0.437987 -0.092106 -0.463614 -0.648377 -0.688004 0.639429 0.104127 0.091956 -0.021511 -0.011654 -0.224353 -0.432250 -0.531068 -0.584728 -0.069980
promised,1.234186 -0.552856 0.192720 0.176541 -0.223511 0.302095 0.647636 0.751912 0.588867 0.171071 -0.074356 -0.517122 -0.769614 0.030099 0.697775 -0.409771
seas,-0.355165 -0.680912 0.426393 -0.385452 -0.787480 -0.728384 0.605615 0.568992 -0.177012 -0.037886 0.459281 -0.237976 -0.205357 -0.674411 -0.931871 0.325899
yoga,-0.171013 -0.529033 -0.169244 0.500912 -0.560320 -0.137339 0.516610 0.167663 -0.132885 -0.124810 0.193253 -0.169421 -0.232299 -0.519629 -0.133068 0.097673
executed,-0.372453 -0.462359 0.118620 0.786263 -0.015627 -0.351558 -0.116434 -0.091344 -0.687396 0.002603 0.558040 0.164794 -0.893884 0.558379 -0.173703 -0.006526
seek,1.333081 0.487672 0.290602 -0.143822 -0.179550 0.291420 0.253590 0.610822 -0.284585 0.087578 -0.291480 -0.620266 0.422788 0.006810 1.142203 -0.658835
aafia,0.233918 -0.063375 0.229534 0.134117 -0.477958 0.509070 -0.025115 -0.047972 -0.337759 -0.455493 -0.292713 -0.802775 -0.603207 -0.308701 -1.033248 0.023276
closed,0.550501 -0.438586 0.243425 1.119911 0.306342 -0.743771 0.554650 0.358555 0.160417 0.132260 -0.018656 -0.370152 -0.223466 -0.556308 0.357490 -0.173939
commercial,0.620157 -0.242183 -0.637399 0.134167 -0.302826 -0.398120 0.366643 0.134183 -0.056185 0.254600 -0.131645 0.236213 0.072175 -0.975835 -0.292084 -0.395144
---,-1.104602 1.463699 0.412987 -0.382695 -0.252515 0.527758 -0.613609 0.373387 -1.137787 -0.786147 -0.702599 -0.087322 -0.232526 -0.231466 1.571259 -0.040998
terms,-0.342783 0.019773 -0.118143 0.808899 -0.659914 -0.582416 0.357041 -0.066915 -0.141394 -0.447354 0.433998 0.041557 -0.074791 -0.438868 -0.519938 -0.300154
push,0.866954 -0.449126 -0.350098 0.624541 -0.573980 0.190957 0.599133 0.613963 -0.077036 0.240841 0.206216 -0.327223 -0.189458 0.266252 1.395347 -0.078021
exact,1.184687 -0.010823 -0.599769 -0.043167 0.143180 -0.445515 0.586265 0.152133 -0.715339 0.225648 0.357308 0.300747 0.354518 -0.998756 0.345585 -0.056168
cool,-0.522605 0.095265 0.370102 -0.303704 -0.202498 -0.119093 0.278366 0.563144 -0.506340 -0.010322 -0.153186 1.147723 -0.668868 -0.265120 -0.351162 -0.213463
addresses,0.007753 -0.524368 0.477609 -0.356746 -0.333724 -1.344345 0.448201 0.546021 0.009648 0.223723 0.201731 -0.570031 -0.563995 -0.599297 -0.725449 0.409051
council,-0.268394 -0.294882 0.222178 0.953300 -0.469042 -0.597381 0.122469 -0.188473 -0.294105 -0.363681 0.081900 -0.806635 -0.443660 -0.175241 -0.447916 0.025613
purpose,-0.031835 -1.057293 0.004034 1.188593 -0.483788 -0.252359 0.349403 0.107973 0.163010 -0.518122 0.286187 -0.295703 -0.190076 -0.668890 -0.260267 -0.159295
confidence,-0.415085 -0.391418 0.238159 0.263732 -0.658470 -0.232474 0.598116 0.090037 0.080711 0.053548 0.194645 -0.407427 -0.257176 -0.623284 -0.651000 -0.068051
union,0.226520 -0.553630 -0.488768 -0.274151 -0.812560 0.286651 0.338787 0.213995 -0.782374 -0.312658 -0.043648 -0.117586 0.079235 -0.435478 -0.449454 0.276398
spending,0.798001 -0.032201 0.282962 0.652097 -0.103506 -0.505369 0.629386 0.134391 -0.377762 0.621764 0.304902 -0.337226 -0.001817 -0.168296 0.315689 0.135500
meetings,-0.265955 -0.746512 0.055275 0.808889 -0.441351 -0.735482 0.425337 0.043200 -0.149990 -0.095340 0.260649 -0.457298 -0.464957 -0.508465 -0.429992 0.266017
girlfriend,0.022516 -0.305083 -0.124868 0.473203 -0.505208 -0.215165 0.426546 0.008591 -0.442386 -0.093738 0.585439 -0.224869 -0.380276 -0.744687 -0.275146 0.044255
accident,-0.284647 -0.549047 -0.056180 0.484373 -0.637028 -0.640607 0.513751 0.108745 -0.294893 -0.148560 0.371454 -0.118079 -0.234293 -0.441256 -0.070337 0.234615
entirely,-0.550081 0.154270 0.551789 -0.042302 0.440710 -0.583635 0.115214 0.350810 -0.910262 -0.113115 0.682175 1.149379 -1.120401 0.640421 0.008011 -0.409774
secure,1.025260 0.132867 0.392458 0.756440 0.662327 -0.925384 0.795613 -0.002156 -0.378913 0.586604 0.096927 -0.109202 0.618104 -0.422643 0.943493 -0.326026
disappointed,0.106631 0.392006 -0.163919 1.446756 -0.015809 -0.615414 0.627871 0.275583 0.492627 0.288385 -0.418725 0.182151 -0.613468 -0.935949 0.168977 0.271679
checks,0.201503 -0.719391 0.348155 -0.436921 -0.849183 -0.296614 0.244308 0.425498 0.063975 0.172353 0.464443 -0.029607 -0.169020 -0.746573 -0.112928 -0.233991
measure,0.446126 -0.435145 0.002710 1.024167 -0.706229 -0.120448 0.415157 -0.012838 -0.079186 -0.258146 0.328476 -0.177107 -0.246225 -0.072767 0.738756 0.123648
wars,-0.367055 -0.460965 0.057272 0.065360 -0.709981 -0.809010 0.388867 -0.061853 -0.091311 -0.307801 0.105553 -0.527726 -0.328519 -0.226839 -0.973348 0.042467
vote,0.149565 -0.642255 0.099707 1.322341 -0.016364 -0.614471 0.609654 -0.037345 -0.192544 0.031455 0.151397 -0.477990 -0.482573 -0.284175 0.078218 0.071384
windows,-0.119919 -0.602334 0.272454 0.316966 -0.573328 -0.263156 0.422891 0.093606 -0.237206 -0.040834 0.595336 -0.489883 -0.450852 -0.596379 -0.390690 0.054200
smart,0.469720 -0.560952 0.206968 -0.566525 -0.096920 -0.339040 0.387748 0.936558 -0.084316 0.109457 -0.260703 0.198117 -0.215859 -1.135219 -0.140214 0.370579
facility,-0.445491 -0.851389 0.080579 -0.087312 -0.525213 -0.898678 0.311406 0.285031 -0.187310 -0.143995 0.171533 -0.034837 -0.423878 -0.433572 -0.750334 -0.076079
potential,0.517955 -0.012127 -0.479424 0.240383 -0.386732 -0.181323 0.300643 0.228749 -0.302865 0.358978 0.109600 0.136809 0.141899 -0.903000 0.002886 -0.182441
asap,-1.220500 -0.818783 1.441131 -0.480310 0.197358 -0.247087 0.367630 0.583581 -0.373756 0.204174 0.203208 0.593740 -1.079226 0.635174 -0.691839 -0.353433
percent,-0.597772 -0.915811 0.068887 1.539109 -0.091807 -0.588766 0.317054 -0.311543 -0.202079 -0.616553 0.157004 -0.126454 -0.448530 -0.631029 -0.686225 -0.343315
attachment,-0.154983 0.046830 0.206082 0.390836 -0.546215 -0.306543 0.541826 -0.061711 -0.199813 0.008837 0.456189 -0.329172 -0.577757 -0.840935 -0.850083 0.011031
approve,0.947932 0.406787 0.540271 0.099995 -0.422116 -0.730305 0.328610 0.362177 -0.551804 -0.121718 0.366177 -0.310738 0.100995 0.022850 2.075063 0.109613
advance,-0.739073 -0.545640 0.765670 1.245452 -0.303623 -0.328240 0.732747 -0.369795 -0.684592 -0.442796 0.399435 0.367428 0.612979 -0.336327 0.623320 0.313780
jump,0.663228 -0.130172 0.333430 1.501438 -0.219530 -0.450616 0.436973 -0.015484 -0.087070 0.523243 0.004129 -0.563976 -0.345434 0.174851 0.368551 -0.019439
???,-0.908482 1.081743 0.009212 -1.026351 -0.626291 -1.266772 -0.678301 0.768657 -0.275839 -0.685265 -0.550259 -1.591436 -0.435059 -0.844008 -0.703527 -0.122960
immediate,0.577519 0.078820 -0.720464 0.019539 -0.137451 -0.297946 0.534941 0.378589 -0.122956 0.470869 -0.445129 0.354858 0.190971 -0.923983 -0.273563 -0.066167
print,0.873510 0.126049 0.150304 0.423946 -0.444528 -0.470109 0.237549 0.821664 0.147862 -0.146318 -0.363974 -0.672532 -0.439494 -0.055030 1.526153 0.071453
decades,-0.069377 -0.728622 0.112395 0.094700 -0.457747 -0.430836 0.528771 0.327726 -0.223558 -0.372453 0.147154 -0.238159 -0.182832 -0.667125 -0.431560 0.245876
tablet,-0.333421 0.188419 -0.638819 0.083464 -0.895496 -0.272901 0.364979 0.067887 -0.204095 -0.155853 -0.065764 -0.425354 -0.405544 -0.191482 -0.251161 -0.006956
kitten,-0.069884 -1.000026 0.324971 0.119806 -0.615132 0.656276 0.474764 0.212322 -0.358690 0.251707 0.363240 -0.210348 -0.346249 -0.965973 -0.131285 -0.245568
